2111,2121,2112,2122,2211,2221,2212,2222,3111,3121,3112,3122,3211,3221,3212,3222,2212,3212,2222,2121,3222,3112,3221,3121,3122,2112,2122,3211,2111,2211,3111,2221,3111,2221,3212,3122,2111,3222,2212,2222,3121,2112,3112,2122,2211,3221,3211,2121
2111,2121,2112,2122,2211,2221,2212,2222,3111,3121,3112,3122,3211,3221,3212,3222,3222,3211,3111,3221,2111,3121,2122,3122,3112,2211,2222,2112,2121,2212,3212,2221,3211,3121,3112,2121,2212,3122,2211,3221,2122,2221,3111,3222,2112,2222,3212,2111
2111,2121,2112,2122,2211,2221,2212,2222,3111,3121,3112,3122,3211,3221,3212,3222,3111,2112,3222,2211,2212,3212,3221,2221,2111,2222,3121,3112,2121,2122,3122,3211,2122,2212,3121,3211,2111,2221,3212,3222,2121,3111,3122,2211,2112,3221,2222,3112
2111,2121,2112,2122,2211,2221,2212,2222,3111,3121,3112,3122,3211,3221,3212,3222,2212,3212,2112,3222,3111,3221,2121,3211,3121,3122,2221,2222,2122,2111,3112,2211,3212,3211,3112,2111,2221,3222,3221,3111,2112,2122,3122,2211,2121,2212,2222,3121
2111,2121,2112,2122,2211,2221,2212,2222,3111,3121,3112,3122,3211,3221,3212,3222,3222,3211,2122,2111,3212,2112,2222,3122,2121,3121,3221,3111,3112,2211,2221,2212,2211,3121,3122,3211,3222,2121,3111,2222,2221,2212,2122,3112,3212,3221,2111,2112
2111,2121,2112,2122,2211,2221,2212,2222,3111,3121,3112,3122,3211,3221,3212,3222,3121,3211,3212,2111,3222,2221,3221,2222,3112,2211,2121,3122,2212,3111,2122,2112,3222,2112,2222,3211,3212,2221,2212,2211,3221,2111,2121,2122,3122,3112,3121,3111
2111,2121,2112,2122,2211,2221,2212,2222,3111,3121,3112,3122,3211,3221,3212,3222,3222,3211,2221,2111,3212,2211,2212,3221,2122,3121,2112,3122,2121,3112,2222,3111,2212,3211,2111,2121,2221,3111,3122,2122,2222,3221,2112,2211,3212,3112,3121,3222
2111,2121,2112,2122,2211,2221,2212,2222,3111,3121,3112,3122,3211,3221,3212,3222,2111,3112,3121,3222,3211,2222,2121,3111,2112,3221,2221,2122,2211,2212,3212,3122,3211,3112,3111,2221,2111,3222,2211,2121,2222,2122,2212,3121,3221,3122,3212,2112
2111,2121,2112,2122,2211,2221,2212,2222,3111,3121,3112,3122,3211,3221,3212,3222,2112,2221,3211,3112,2111,2122,3121,2121,3222,3212,2211,3122,2212,3111,3221,2222,3222,3211,2121,2111,2222,2112,3221,3112,3212,3111,2221,2212,3121,2122,2211,3122
2111,2121,2112,2122,2211,2221,2212,2222,3111,3121,3112,3122,3211,3221,3212,3222,3112,3121,3122,3222,2212,2222,3211,2112,2121,3212,2111,3111,2221,2122,2211,3221,3121,2221,3221,2211,3122,2111,3222,3212,3112,2222,2122,3211,2212,2121,2112,3111
